;deputado_id;deputado_nome;deputado_siglaPartido;Cluster;income;freq
1705;74366;João Campos;REPUBLICANOS;0;2166595-59;1.0
1333;178862;Tia Eron;REPUBLICANOS;0;531331-317;1.0
535;204373;Hélio Costa;REPUBLICANOS;1;2275537-102;1.0
1031;204540;Maria Rosas;REPUBLICANOS;0;2210757-104;1.0
820;204540;Maria Rosas;REPUBLICANOS;0;2165194-130;1.0
1283;74366;João Campos;REPUBLICANOS;0;531331-317;1.0
1713;109429;Benes Leocádio;REPUBLICANOS;0;2166595-59;1.0
17;74366;João Campos;REPUBLICANOS;0;2293449-187;1.0
1291;109429;Benes Leocádio;REPUBLICANOS;0;531331-317;1.0
556;204418;Luizão Goulart;REPUBLICANOS;0;2275537-102;0.0
1724;141555;Vinicius Carvalho;REPUBLICANOS;0;2166595-59;1.0
558;204422;Ossesio Silva;REPUBLICANOS;0;2275537-102;0.0
1091;141555;Vinicius Carvalho;REPUBLICANOS;0;2210757-93;1.0
534;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2275537-102;0.0
1368;204356;Amaro Neto;REPUBLICANOS;0;531331-317;1.0
880;141555;Vinicius Carvalho;REPUBLICANOS;0;2210757-104;1.0
1242;204540;Maria Rosas;REPUBLICANOS;0;2210757-93;1.0
458;141555;Vinicius Carvalho;REPUBLICANOS;0;2275537-102;0.0
1875;204540;Maria Rosas;REPUBLICANOS;0;2166595-59;1.0
236;109429;Benes Leocádio;REPUBLICANOS;0;2275537-117;0.0
1404;204425;Silvio Costa Filho;REPUBLICANOS;0;531331-317;1.0
102;204356;Amaro Neto;REPUBLICANOS;0;2293449-187;1.0
650;74366;João Campos;REPUBLICANOS;0;2165194-130;1.0
1402;204422;Ossesio Silva;REPUBLICANOS;0;531331-317;1.0
1790;204356;Amaro Neto;REPUBLICANOS;0;2166595-59;1.0
228;74366;João Campos;REPUBLICANOS;0;2275537-117;0.0
1400;204418;Luizão Goulart;REPUBLICANOS;0;531331-317;1.0
1886;204575;Gil Cutrim;REPUBLICANOS;0;2166595-59;1.0
1664;204540;Maria Rosas;REPUBLICANOS;0;531331-284;0.0
200;205550;Jorge Braz;REPUBLICANOS;0;2293449-187;1.0
1379;204373;Hélio Costa;REPUBLICANOS;1;531331-317;1.0
620;204575;Gil Cutrim;REPUBLICANOS;0;2275537-102;0.0
489;178862;Tia Eron;REPUBLICANOS;0;2275537-102;0.0
956;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2210757-104;1.0
833;205550;Jorge Braz;REPUBLICANOS;0;2165194-130;1.0
1772;178962;Carlos Gomes;REPUBLICANOS;0;2166595-59;1.0
957;204373;Hélio Costa;REPUBLICANOS;1;2210757-104;1.0
1044;205550;Jorge Braz;REPUBLICANOS;0;2210757-104;1.0
1677;205550;Jorge Braz;REPUBLICANOS;0;531331-284;0.0
982;204425;Silvio Costa Filho;REPUBLICANOS;0;2210757-104;1.0
1378;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;531331-317;1.0
1675;204575;Gil Cutrim;REPUBLICANOS;0;531331-284;0.0
1042;204575;Gil Cutrim;REPUBLICANOS;0;2210757-104;1.0
113;204373;Hélio Costa;REPUBLICANOS;1;2293449-187;1.0
112;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2293449-187;1.0
622;205550;Jorge Braz;REPUBLICANOS;0;2275537-102;0.0
1092;143084;Tiago Dimas;SOLIDARIEDADE;1;2210757-93;1.0
37;143084;Tiago Dimas;SOLIDARIEDADE;1;2293449-187;1.0
1096;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2210757-93;1.0
774;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2165194-130;1.0
1307;160512;Aureo Ribeiro;SOLIDARIEDADE;0;531331-317;1.0
1109;160632;Zé Silva;SOLIDARIEDADE;0;2210757-93;1.0
985;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2210757-104;1.0
1531;160632;Zé Silva;SOLIDARIEDADE;0;531331-284;0.0
352;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2275537-117;0.0
1518;160512;Aureo Ribeiro;SOLIDARIEDADE;0;531331-284;0.0
1514;143084;Tiago Dimas;SOLIDARIEDADE;1;531331-284;0.0
265;160632;Zé Silva;SOLIDARIEDADE;0;2275537-117;0.0
1618;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;531331-284;0.0
252;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2275537-117;0.0
248;143084;Tiago Dimas;SOLIDARIEDADE;1;2275537-117;0.0
1407;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;531331-317;1.0
463;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2275537-102;0.0
476;160632;Zé Silva;SOLIDARIEDADE;0;2275537-102;0.0
1320;160632;Zé Silva;SOLIDARIEDADE;0;531331-317;1.0
41;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2293449-187;1.0
1725;143084;Tiago Dimas;SOLIDARIEDADE;1;2166595-59;1.0
1303;143084;Tiago Dimas;SOLIDARIEDADE;1;531331-317;1.0
563;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2275537-102;0.0
1742;160632;Zé Silva;SOLIDARIEDADE;0;2166595-59;1.0
141;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2293449-187;1.0
881;143084;Tiago Dimas;SOLIDARIEDADE;1;2210757-104;1.0
885;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2210757-104;1.0
1196;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2210757-93;1.0
670;143084;Tiago Dimas;SOLIDARIEDADE;1;2165194-130;1.0
898;160632;Zé Silva;SOLIDARIEDADE;0;2210757-104;1.0
674;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2165194-130;1.0
1829;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2166595-59;1.0
687;160632;Zé Silva;SOLIDARIEDADE;0;2165194-130;1.0
54;160632;Zé Silva;SOLIDARIEDADE;0;2293449-187;1.0
1729;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2166595-59;1.0
459;143084;Tiago Dimas;SOLIDARIEDADE;1;2275537-102;1.0
